Date,Price,Open,High,Low,Change %
21-Jul-19,"10,625.90","10,745.40","10,802.40","10,318.50",-1.11%
20-Jul-19,"10,745.40","10,504.80","11,073.00","10,383.00",2.29%
19-Jul-19,"10,504.80","10,627.30","10,747.80","10,140.70",-1.15%
18-Jul-19,"10,627.30","9,658.80","10,752.00","9,304.30",10.03%
17-Jul-19,"9,658.80","9,398.10","9,926.00","9,058.70",2.77%
16-Jul-19,"9,398.10","10,851.10","11,000.00","9,356.50",-13.39%
15-Jul-19,"10,851.10","10,172.80","11,051.60","9,876.50",6.67%
14-Jul-19,"10,172.80","11,384.70","11,439.50","10,095.00",-10.65%
13-Jul-19,"11,384.70","11,755.50","11,807.10","10,854.00",-3.15%
12-Jul-19,"11,755.50","11,346.30","11,872.90","11,096.60",3.61%
11-Jul-19,"11,346.30","12,125.20","12,125.20","11,050.00",-6.42%
10-Jul-19,"12,125.20","12,542.00","13,105.10","11,596.00",-3.32%
09-Jul-19,"12,542.00","12,254.10","12,749.50","12,053.00",2.35%
08-Jul-19,"12,254.10","11,416.70","12,333.00","11,309.00",7.33%
07-Jul-19,"11,416.70","11,237.00","11,501.00","11,103.00",1.60%
06-Jul-19,"11,237.00","10,942.50","11,632.00","10,942.50",2.69%
05-Jul-19,"10,942.50","11,174.40","11,598.00","10,823.00",-2.07%
04-Jul-19,"11,174.40","11,935.00","11,980.00","11,095.40",-6.37%
03-Jul-19,"11,935.00","10,815.00","11,962.00","10,815.00",10.36%
02-Jul-19,"10,815.00","10,632.70","10,905.10","9,711.90",1.71%
01-Jul-19,"10,632.70","10,793.00","11,254.00","10,062.10",-1.49%
30-Jun-19,"10,793.00","11,898.80","12,152.10","10,790.60",-9.29%
29-Jun-19,"11,898.80","12,377.00","12,427.00","11,527.00",-3.86%
28-Jun-19,"12,377.00","11,318.00","12,461.80","11,034.70",9.36%
27-Jun-19,"11,318.00","13,111.80","13,439.00","10,526.00",-13.68%
26-Jun-19,"13,111.80","11,816.00","14,000.00","11,769.40",10.97%
25-Jun-19,"11,816.00","11,030.40","11,818.90","11,030.40",7.12%
24-Jun-19,"11,030.40","10,888.00","11,113.80","10,642.40",1.31%
23-Jun-19,"10,888.00","10,751.50","11,356.70","10,562.30",1.27%
22-Jun-19,"10,751.50","10,146.00","11,145.00","9,979.50",5.97%
21-Jun-19,"10,146.00","9,515.60","10,146.00","9,515.60",6.62%
20-Jun-19,"9,515.60","9,258.80","9,595.40","9,173.50",2.77%
19-Jun-19,"9,258.80","9,063.50","9,278.20","9,049.20",2.15%
18-Jun-19,"9,063.50","9,306.20","9,306.20","8,955.80",-2.61%
17-Jun-19,"9,306.20","8,935.20","9,413.40","8,935.20",4.15%
16-Jun-19,"8,935.20","8,794.60","9,411.50","8,770.20",1.60%
15-Jun-19,"8,794.60","8,654.70","8,836.60","8,572.80",1.62%
14-Jun-19,"8,654.70","8,193.00","8,665.30","8,154.70",5.63%
13-Jun-19,"8,193.00","8,125.60","8,300.00","8,026.30",0.83%
12-Jun-19,"8,125.60","7,890.70","8,217.00","7,807.50",2.98%
11-Jun-19,"7,890.70","7,980.50","8,012.80","7,715.20",-0.97%
10-Jun-19,"7,968.10","7,651.00","8,050.00","7,536.10",4.14%
09-Jun-19,"7,651.00","7,895.10","7,946.40","7,510.00",-3.09%
08-Jun-19,"7,895.10","7,995.40","8,014.80","7,768.30",-1.26%
07-Jun-19,"7,995.40","7,760.70","8,088.00","7,733.00",3.02%
06-Jun-19,"7,760.70","7,790.60","7,853.30","7,471.30",-0.38%
05-Jun-19,"7,790.60","7,678.80","8,000.00","7,587.60",1.46%
04-Jun-19,"7,678.80","8,136.00","8,136.00","7,498.00",-5.62%
03-Jun-19,"8,136.00","8,722.10","8,722.10","8,103.30",-6.72%
02-Jun-19,"8,722.10","8,546.50","8,805.30","8,526.50",2.06%
01-Jun-19,"8,546.50","8,548.90","8,634.70","8,448.40",-0.03%
31-May-19,"8,548.90","8,283.80","8,589.10","8,127.40",3.20%
30-May-19,"8,283.80","8,659.10","9,049.10","8,034.90",-4.33%
29-May-19,"8,659.10","8,722.60","8,754.10","8,434.00",-0.73%
28-May-19,"8,722.60","8,756.90","8,800.00","8,563.20",-0.39%
27-May-19,"8,756.90","8,658.00","8,900.00","8,584.00",1.14%
26-May-19,"8,658.00","8,017.50","8,713.90","7,865.50",7.99%
25-May-19,"8,017.50","7,958.30","8,082.10","7,904.60",0.74%
24-May-19,"7,958.30","7,826.50","8,133.70","7,781.00",1.68%
23-May-19,"7,826.50","7,654.70","7,923.70","7,482.20",2.24%
22-May-19,"7,654.70","7,911.90","8,030.00","7,493.70",-3.25%
21-May-19,"7,911.90","7,947.40","8,035.20","7,781.00",-0.45%
20-May-19,"7,947.40","8,159.30","8,159.30","7,566.50",-2.60%
19-May-19,"8,159.30","7,267.00","8,254.70","7,255.70",12.28%
18-May-19,"7,267.00","7,363.40","7,430.20","7,195.10",-1.31%
17-May-19,"7,363.40","7,857.50","7,923.70","6,932.50",-6.29%
16-May-19,"7,857.50","8,141.90","8,321.10","7,700.00",-3.49%
15-May-19,"8,141.90","7,966.10","8,240.00","7,835.40",2.14%
14-May-19,"7,971.20","7,803.80","8,290.00","7,627.80",2.15%
13-May-19,"7,803.80","6,967.40","30,000.00","6,210.30",12.00%
12-May-19,"6,967.40","7,115.00","7,547.40","6,784.70",-2.08%
11-May-19,"7,115.00","6,380.60","7,347.50","6,366.50",11.51%
10-May-19,"6,380.60","6,203.60","6,499.00","6,167.90",2.85%
09-May-19,"6,203.60","5,983.00","6,212.70","5,983.00",3.69%
08-May-19,"5,983.00","5,855.30","6,018.60","5,813.40",2.18%
07-May-19,"5,855.30","5,782.90","6,007.70","5,758.70",1.25%
06-May-19,"5,782.90","5,775.90","5,815.00","5,641.40",0.12%
05-May-19,"5,775.90","5,823.20","5,837.70","5,704.90",-0.81%
04-May-19,"5,823.20","5,766.30","5,902.10","5,608.80",0.99%
03-May-19,"5,766.30","5,500.60","5,847.30","5,477.20",4.91%
02-May-19,"5,496.70","5,384.00","5,525.40","5,365.50",2.09%
01-May-19,"5,384.00","5,315.60","5,388.30","5,312.60",1.29%
30-Apr-19,"5,315.60","5,236.00","5,337.00","5,198.00",1.52%
29-Apr-19,"5,236.00","5,316.40","5,342.00","5,196.20",-1.51%
28-Apr-19,"5,316.40","5,294.60","5,342.00","5,260.90",0.41%
27-Apr-19,"5,294.60","5,303.90","5,339.60","5,252.60",-0.18%
26-Apr-19,"5,303.90","5,208.00","5,508.90","5,164.20",1.84%
25-Apr-19,"5,208.00","5,394.00","5,486.20","5,088.70",-3.45%
24-Apr-19,"5,394.00","5,511.20","5,583.50","5,349.50",-2.13%
23-Apr-19,"5,511.20","5,363.00","5,590.40","5,337.00",2.76%
22-Apr-19,"5,363.00","5,267.10","5,402.10","5,220.90",1.82%
21-Apr-19,"5,267.10","5,296.60","5,317.70","5,182.10",-0.56%
20-Apr-19,"5,296.60","5,259.10","5,323.00","5,242.90",0.71%
19-Apr-19,"5,259.10","5,244.70","5,323.50","5,100.00",0.27%
18-Apr-19,"5,244.70","5,206.80","5,279.50","5,191.90",0.73%
17-Apr-19,"5,206.80","5,160.70","5,220.80","5,144.20",0.89%
16-Apr-19,"5,160.70","5,042.10","5,182.10","5,009.30",2.35%
15-Apr-19,"5,042.10","5,129.60","5,165.80","4,958.60",-1.71%
14-Apr-19,"5,129.60","5,060.00","5,143.10","5,005.00",1.37%
13-Apr-19,"5,060.00","5,058.50","5,106.50","5,007.00",0.03%
12-Apr-19,"5,058.50","5,033.20","5,074.90","4,878.00",0.50%
11-Apr-19,"5,033.20","5,274.90","5,342.00","4,946.70",-4.58%
10-Apr-19,"5,274.90","5,135.60","5,398.10","5,129.80",2.71%
09-Apr-19,"5,135.60","5,219.50","5,227.40","5,087.00",-1.61%
08-Apr-19,"5,219.50","5,149.50","5,289.90","5,058.60",1.36%
07-Apr-19,"5,149.50","5,030.40","5,209.30","5,014.00",1.99%
06-Apr-19,"5,048.80","4,996.50","5,180.20","4,932.90",1.05%
05-Apr-19,"4,996.50","4,837.30","5,037.40","4,700.00",3.29%
04-Apr-19,"4,837.30","4,940.10","5,042.10","4,810.30",-1.82%
03-Apr-19,"4,926.80","4,860.10","5,267.90","4,368.90",1.37%
02-Apr-19,"4,860.10","4,138.10","4,884.80","4,130.90",17.45%
01-Apr-19,"4,138.10","4,097.50","4,165.20","4,059.50",0.99%
31-Mar-19,"4,097.50","4,097.00","4,124.30","4,073.00",0.01%
30-Mar-19,"4,097.00","4,103.10","4,139.00","4,050.80",-0.15%
29-Mar-19,"4,103.10","4,010.40","4,109.60","4,005.00",2.31%
28-Mar-19,"4,010.40","4,027.40","4,039.00","4,005.00",-0.42%
27-Mar-19,"4,027.40","3,937.40","4,039.00","3,930.50",2.28%
26-Mar-19,"3,937.40","3,937.60","3,959.00","3,900.60",0.00%
25-Mar-19,"3,937.60","3,981.90","4,012.60","3,892.70",-1.11%
24-Mar-19,"3,981.90","3,990.40","4,016.50","3,966.30",-0.21%
23-Mar-19,"3,990.40","3,997.00","4,016.50","3,966.30",-0.17%
22-Mar-19,"3,997.00","3,998.80","4,016.50","3,969.40",-0.04%
21-Mar-19,"3,998.80","4,036.20","4,061.70","3,909.70",-0.93%
20-Mar-19,"4,036.20","3,992.50","4,145.90","3,980.60",1.10%
19-Mar-19,"3,992.50","3,992.60","4,028.00","3,962.60",0.00%
18-Mar-19,"3,992.60","3,986.50","4,027.70","3,958.70",0.15%
